0,6.563,-0.912
0,3.678,7.793
0,2.834,7.811
0,7.012,15.562
0,8.384,10.661
0,5.135,15.439
0,-1.819,2.170
0,2.626,15.205
0,4.599,12.323
0,7.691,13.235
0,6.770,0.011
0,6.321,13.393
0,2.793,13.193
0,5.983,15.204
0,1.002,9.894
0,3.651,14.592
0,0.884,17.659
0,4.303,14.512
0,6.787,16.983
0,8.006,13.856
0,1.988,14.705
0,-1.992,-1.214
0,-2.231,-2.365
0,6.253,0.663
0,-2.993,3.018
0,-1.980,-0.399
0,-0.898,16.646
5,6.254,-1.390
5,3.559,7.007
5,2.707,7.010
5,3.604,15.737
5,5.969,13.621
5,6.337,-0.434
5,4.097,12.198
5,7.707,11.022
5,1.836,14.242
5,2.861,15.952
5,-1.221,17.223
5,4.999,14.918
5,6.019,15.211
5,0.882,9.592
5,-2.033,1.570
5,6.983,15.542
5,0.420,17.847
5,3.559,17.493
5,2.240,15.755
5,1.049,9.916
5,-2.233,-2.387
5,6.073,0.662
5,7.728,14.243
5,-2.019,-0.404
10,3.515,6.216
10,6.043,-1.867
10,2.589,6.185
10,1.969,15.047
10,0.926,9.590
10,3.571,15.906
10,3.418,13.304
10,8.716,1.139
10,7.173,11.517
10,7.513,14.495
10,1.257,14.918
10,6.044,15.215
10,5.913,-0.869
10,-1.590,17.768
10,4.864,14.924
10,3.513,18.104
10,2.621,15.687
10,4.154,16.200
10,0.014,18.512
10,0.991,10.002
10,6.987,15.541
10,5.472,-0.430
10,-2.042,-0.316
10,-2.042,0.805
15,5.812,-2.379
15,2.795,5.241
15,3.367,5.437
15,8.170,0.564
15,3.386,16.327
15,7.236,15.232
15,5.390,14.031
15,6.685,11.989
15,0.933,15.558
15,3.037,13.619
15,4.427,15.571
15,-1.844,18.337
15,2.963,15.895
15,8.474,11.619
15,5.516,-1.454
15,0.870,9.601
15,3.987,16.714
15,-0.436,19.212
15,0.544,16.346
15,1.727,14.363
15,2.505,5.381
15,5.967,15.141
15,8.754,-2.440
15,-0.206,8.290
15,-2.079,-0.153
15,5.037,-1.043
15,-2.262,-2.386
20,2.459,4.606
20,3.244,4.665
20,7.715,0.028
20,5.532,-2.831
20,6.174,12.380
20,1.349,13.770
20,3.126,16.793
20,2.431,14.491
20,5.201,-2.007
20,8.056,11.904
20,8.660,12.528
20,4.498,15.591
20,2.776,16.275
20,0.834,16.358
20,0.898,10.135
20,3.846,17.189
20,0.101,17.165
20,0.851,9.740
20,4.629,-1.631
20,-2.047,-0.115
20,8.487,-2.919
20,-2.258,-2.365
20,-2.069,18.963
25,3.083,3.887
25,7.234,-0.535
25,1.032,13.073
25,2.377,3.844
25,-0.239,17.718
25,8.626,11.285
25,2.955,17.337
25,5.359,-3.336
25,2.409,16.903
25,6.021,15.187
25,0.613,17.184
25,-2.199,19.478
25,5.005,14.624
25,0.822,9.468
25,7.988,12.916
25,4.031,16.453
25,4.859,-2.579
25,7.621,12.210
25,3.687,17.615
25,1.065,17.869
25,-1.063,20.650
25,-2.212,-0.031
25,0.845,10.101
25,8.294,-3.416
25,4.287,-2.252
25,-2.278,-2.356
25,8.769,-1.918
25,1.864,15.013
30,6.858,-1.177
30,2.293,3.046
30,3.017,3.135
30,1.444,15.443
30,8.056,11.624
30,0.873,9.550
30,7.167,12.505
30,0.827,9.367
30,6.047,15.182
30,2.773,17.759
30,4.913,14.815
30,3.838,16.941
30,2.091,17.440
30,-0.627,18.466
30,7.402,13.237
30,4.642,17.357
30,4.604,-3.152
30,0.342,17.894
30,0.705,12.387
30,8.360,-2.307
30,5.077,-3.794
30,-2.193,-0.029
30,3.907,-3.292
30,-2.248,-2.344
35,2.947,2.311
